Number,Arrival time,X1,X2,X3,,,,,,,
734,14:48,18,11,29,,,,,,,
735,14:48,14,11,26,,,,,,,
736,14:49,15,13,29,,,,,,,
737,14:50,15,17,31,,,,,,,
738,14:50,14,16,30,,,,,,,
739,14:50,17,14,31,,,,,,,
740,14:52,17,13,30,,,,,,,
741,14:55,16,17,32,,,,,,,
742,14:56,17,12,29,,,,,,,
743,14:56,17,14,31,,,,,,,
744,14:57,19,15,34,,,,,,,
745,14:57,14,16,30,,,,,,,
746,14:58,17,16,33,,,,,,,
747,14:58,13,16,29,,,,,,,
748,14:59,16,13,28,,,,,,,
