Number,Arrival time,X1,X2,X3,,,,,,,
734,13:33,12,20,32,,,,,,,
735,13:33,16,18,34,,,,,,,
736,13:33,12,18,30,,,,,,,
737,13:33,16,17,33,,,,,,,
738,13:34,12,17,29,,,,,,,
739,13:35,16,17,33,,,,,,,
740,13:35,17,19,36,,,,,,,
741,13:36,15,19,34,,,,,,,
742,13:36,15,17,32,,,,,,,
743,13:36,15,18,33,,,,,,,
744,13:36,13,20,33,,,,,,,
745,13:36,15,19,34,,,,,,,
746,13:37,16,17,33,,,,,,,
747,13:37,15,20,34,,,,,,,
748,13:37,14,17,31,,,,,,,
749,13:38,16,22,37,,,,,,,
750,13:39,18,17,35,,,,,,,
751,13:39,17,21,38,,,,,,,
752,13:39,16,20,36,,,,,,,
753,13:39,14,16,30,,,,,,,
754,13:40,17,20,37,,,,,,,
755,13:40,14,20,33,,,,,,,
756,13:41,16,18,34,,,,,,,
757,13:41,13,18,32,,,,,,,
758,13:41,13,21,34,,,,,,,
759,13:42,17,22,38,,,,,,,
760,13:42,14,19,33,,,,,,,
761,13:43,14,17,31,,,,,,,
762,13:43,16,18,34,,,,,,,
763,13:43,12,16,28,,,,,,,
764,13:44,13,19,32,,,,,,,
765,13:44,15,17,33,,,,,,,
766,13:44,17,18,35,,,,,,,
767,13:45,14,17,31,,,,,,,
768,13:45,17,17,34,,,,,,,
769,13:45,13,20,33,,,,,,,
770,13:45,13,16,29,,,,,,,
771,13:46,17,20,37,,,,,,,
772,13:47,15,19,34,,,,,,,
773,13:47,18,16,34,,,,,,,
774,13:48,15,19,34,,,,,,,
775,13:48,15,17,32,,,,,,,
776,13:48,14,17,31,,,,,,,
777,13:49,16,17,33,,,,,,,
778,13:49,14,18,32,,,,,,,
779,13:49,13,19,31,,,,,,,
780,13:49,16,20,36,,,,,,,
781,13:50,18,19,37,,,,,,,
782,13:50,14,19,33,,,,,,,
783,13:51,14,20,34,,,,,,,
784,13:51,17,17,34,,,,,,,
785,13:51,16,16,32,,,,,,,
786,13:52,17,21,38,,,,,,,
787,13:52,13,16,29,,,,,,,
788,13:52,13,18,31,,,,,,,
789,13:53,14,22,36,,,,,,,
790,13:53,17,21,38,,,,,,,
791,13:53,13,18,32,,,,,,,
792,13:54,14,18,31,,,,,,,
793,13:54,13,19,32,,,,,,,
794,13:55,16,21,38,,,,,,,
795,13:55,17,16,33,,,,,,,
796,13:56,17,18,34,,,,,,,
797,13:56,13,20,33,,,,,,,
798,13:57,18,19,37,,,,,,,
799,13:57,14,19,33,,,,,,,
800,13:57,16,21,37,,,,,,,
801,13:57,13,18,31,,,,,,,
802,13:57,13,18,31,,,,,,,
803,13:58,15,21,36,,,,,,,
804,13:59,15,19,34,,,,,,,
805,13:59,14,22,36,,,,,,,
806,13:59,18,17,35,,,,,,,
807,14:00,12,17,30,,,,,,,
808,14:00,16,22,38,,,,,,,
809,14:00,13,19,32,,,,,,,
810,14:00,17,19,36,,,,,,,
811,14:00,14,18,32,,,,,,,
812,14:01,18,19,37,,,,,,,
813,14:01,18,17,34,,,,,,,
814,14:01,17,16,33,,,,,,,
815,14:01,14,18,33,,,,,,,
816,14:02,15,17,31,,,,,,,
817,14:03,15,21,36,,,,,,,
818,14:03,18,17,35,,,,,,,
819,14:03,12,20,32,,,,,,,
820,14:04,14,17,30,,,,,,,
821,14:04,17,17,34,,,,,,,
822,14:04,15,19,34,,,,,,,
823,14:05,18,17,35,,,,,,,
824,14:05,18,19,37,,,,,,,
825,14:05,14,16,30,,,,,,,
826,14:06,16,18,34,,,,,,,
827,14:06,15,18,33,,,,,,,
828,14:07,16,17,33,,,,,,,
829,14:07,14,16,30,,,,,,,
830,14:08,14,16,31,,,,,,,
831,14:08,18,18,35,,,,,,,
832,14:08,17,22,39,,,,,,,
833,14:09,17,17,34,,,,,,,
834,14:09,16,18,34,,,,,,,
835,14:09,14,19,33,,,,,,,
836,14:09,18,18,35,,,,,,,
837,14:10,13,18,31,,,,,,,
838,14:11,12,20,32,,,,,,,
839,14:11,16,18,34,,,,,,,
840,14:11,16,16,32,,,,,,,
841,14:11,12,20,32,,,,,,,
842,14:12,17,18,35,,,,,,,
843,14:12,16,20,37,,,,,,,
844,14:12,16,22,38,,,,,,,
845,14:13,13,17,30,,,,,,,
846,14:13,14,17,31,,,,,,,
847,14:13,13,21,34,,,,,,,
848,14:14,17,18,35,,,,,,,
849,14:15,16,18,33,,,,,,,
850,14:15,15,17,32,,,,,,,
851,14:15,18,21,38,,,,,,,
852,14:16,15,21,35,,,,,,,
853,14:16,16,20,36,,,,,,,
854,14:16,14,19,33,,,,,,,
855,14:17,13,20,33,,,,,,,
856,14:17,15,16,31,,,,,,,
857,14:17,14,21,35,,,,,,,
858,14:18,18,18,35,,,,,,,
859,14:18,17,17,34,,,,,,,
860,14:18,15,19,34,,,,,,,
861,14:19,16,18,34,,,,,,,
862,14:19,14,17,31,,,,,,,
863,14:19,15,17,32,,,,,,,
864,14:20,15,19,34,,,,,,,
865,14:20,13,16,29,,,,,,,
866,14:21,17,18,35,,,,,,,
867,14:21,15,18,33,,,,,,,
868,14:21,16,20,35,,,,,,,
869,14:21,17,17,34,,,,,,,
870,14:22,13,22,35,,,,,,,
871,14:23,15,22,37,,,,,,,
872,14:23,13,16,29,,,,,,,
873,14:23,16,18,34,,,,,,,
874,14:24,13,19,32,,,,,,,
875,14:24,17,20,37,,,,,,,
876,14:24,14,19,33,,,,,,,
877,14:24,14,18,32,,,,,,,
878,14:25,15,21,36,,,,,,,
879,14:25,17,18,35,,,,,,,
880,14:25,15,17,32,,,,,,,
881,14:25,14,19,33,,,,,,,
882,14:26,17,20,37,,,,,,,
883,14:27,17,22,39,,,,,,,
884,14:27,12,21,33,,,,,,,
885,14:27,13,19,32,,,,,,,
886,14:28,17,22,38,,,,,,,
887,14:28,12,19,31,,,,,,,
888,14:29,14,18,32,,,,,,,
889,14:29,17,20,37,,,,,,,
890,14:29,14,17,31,,,,,,,
891,14:29,14,16,30,,,,,,,
892,14:30,15,22,37,,,,,,,
893,14:30,13,17,30,,,,,,,
894,14:31,13,19,31,,,,,,,
895,14:31,14,19,34,,,,,,,
896,14:32,15,18,33,,,,,,,
897,14:32,18,16,34,,,,,,,
898,14:32,16,18,35,,,,,,,
899,14:32,17,16,33,,,,,,,
900,14:33,14,19,33,,,,,,,
901,14:33,14,19,34,,,,,,,
902,14:33,17,18,34,,,,,,,
903,14:33,13,19,32,,,,,,,
904,14:34,16,17,33,,,,,,,
905,14:35,14,21,35,,,,,,,
906,14:35,17,17,34,,,,,,,
907,14:36,13,19,32,,,,,,,
908,14:36,13,16,29,,,,,,,
909,14:36,15,16,32,,,,,,,
910,14:37,14,18,32,,,,,,,
911,14:37,15,20,36,,,,,,,
912,14:37,15,20,35,,,,,,,
913,14:38,17,20,36,,,,,,,
914,14:39,14,22,36,,,,,,,
915,14:39,17,17,34,,,,,,,
916,14:39,13,20,33,,,,,,,
917,14:39,17,17,34,,,,,,,
918,14:39,15,18,33,,,,,,,
919,14:40,16,20,36,,,,,,,
920,14:40,16,18,34,,,,,,,
921,14:40,17,19,36,,,,,,,
922,14:41,14,20,33,,,,,,,
923,14:41,16,21,37,,,,,,,
924,14:41,13,18,30,,,,,,,
925,14:42,18,20,38,,,,,,,
926,14:42,15,21,35,,,,,,,
927,14:43,13,21,35,,,,,,,
928,14:43,13,21,34,,,,,,,
929,14:44,16,18,34,,,,,,,
930,14:44,17,20,37,,,,,,,
931,14:45,16,20,36,,,,,,,
932,14:45,16,17,33,,,,,,,
933,14:45,12,18,31,,,,,,,
934,14:45,16,18,34,,,,,,,
935,14:46,18,16,34,,,,,,,
936,14:46,15,19,35,,,,,,,
937,14:47,14,19,33,,,,,,,
938,14:47,17,18,35,,,,,,,
939,14:48,16,18,34,,,,,,,
940,14:48,16,16,33,,,,,,,
941,14:48,14,17,30,,,,,,,
942,14:48,18,18,35,,,,,,,
943,14:49,14,21,35,,,,,,,
944,14:49,13,20,33,,,,,,,
945,14:49,17,19,37,,,,,,,
946,14:49,17,17,33,,,,,,,
947,14:50,17,19,36,,,,,,,
948,14:51,13,16,29,,,,,,,
949,14:51,15,21,36,,,,,,,
950,14:51,13,21,34,,,,,,,
951,14:52,13,19,32,,,,,,,
952,14:52,16,16,33,,,,,,,
953,14:53,14,18,32,,,,,,,
954,14:53,12,22,34,,,,,,,
955,14:53,14,21,35,,,,,,,
956,14:53,15,17,33,,,,,,,
957,14:54,16,18,34,,,,,,,
958,14:54,17,20,37,,,,,,,
959,14:55,12,17,30,,,,,,,
960,14:55,13,21,35,,,,,,,
961,14:56,17,21,39,,,,,,,
962,14:56,14,17,31,,,,,,,
963,14:56,15,19,34,,,,,,,
964,14:57,15,21,35,,,,,,,
965,14:57,13,17,30,,,,,,,
966,14:57,16,18,34,,,,,,,
967,14:57,15,19,34,,,,,,,
968,14:58,13,20,33,,,,,,,
969,14:59,15,21,36,,,,,,,
970,14:59,16,21,37,,,,,,,
971,14:59,16,18,34,,,,,,,
