Number,Arrival time,X1,X2,X3,,,,,,,
734,13:15,10,28,38,,,,,,,
735,13:15,9,35,44,,,,,,,
736,13:16,10,29,39,,,,,,,
737,13:16,9,32,41,,,,,,,
738,13:16,10,31,41,,,,,,,
739,13:16,10,35,45,,,,,,,
740,13:17,10,35,45,,,,,,,
741,13:17,10,33,43,,,,,,,
742,13:17,9,33,42,,,,,,,
743,13:17,9,33,42,,,,,,,
744,13:17,10,28,38,,,,,,,
745,13:17,9,30,39,,,,,,,
746,13:17,10,33,44,,,,,,,
747,13:18,10,36,46,,,,,,,
748,13:18,9,29,39,,,,,,,
749,13:18,10,28,38,,,,,,,
750,13:18,9,34,43,,,,,,,
751,13:19,11,31,42,,,,,,,
752,13:19,10,30,40,,,,,,,
753,13:19,11,28,39,,,,,,,
754,13:19,11,32,42,,,,,,,
755,13:20,10,30,40,,,,,,,
756,13:20,11,33,43,,,,,,,
757,13:20,10,33,43,,,,,,,
758,13:21,9,35,44,,,,,,,
759,13:21,10,32,42,,,,,,,
760,13:22,10,35,45,,,,,,,
761,13:23,11,36,47,,,,,,,
762,13:24,10,31,41,,,,,,,
763,13:24,10,31,41,,,,,,,
764,13:26,9,33,43,,,,,,,
765,13:26,10,31,41,,,,,,,
766,13:26,10,32,42,,,,,,,
767,13:28,9,28,37,,,,,,,
768,13:29,11,31,42,,,,,,,
769,13:29,9,34,43,,,,,,,
770,13:29,9,35,44,,,,,,,
771,13:30,9,35,44,,,,,,,
772,13:30,9,31,40,,,,,,,
773,13:30,10,32,42,,,,,,,
774,13:32,10,33,43,,,,,,,
775,13:33,9,34,43,,,,,,,
776,13:33,9,32,41,,,,,,,
777,13:33,10,29,39,,,,,,,
778,13:33,10,34,44,,,,,,,
779,13:34,9,33,43,,,,,,,
780,13:34,10,30,41,,,,,,,
781,13:34,10,34,44,,,,,,,
782,13:34,10,31,41,,,,,,,
783,13:35,10,29,39,,,,,,,
784,13:36,11,30,41,,,,,,,
785,13:38,9,32,41,,,,,,,
786,13:38,10,29,38,,,,,,,
787,13:38,10,31,41,,,,,,,
788,13:39,10,29,39,,,,,,,
789,13:40,9,30,40,,,,,,,
790,13:40,11,35,46,,,,,,,
791,13:40,11,35,46,,,,,,,
792,13:41,10,29,38,,,,,,,
793,13:41,10,31,41,,,,,,,
794,13:41,10,30,40,,,,,,,
795,13:41,9,32,41,,,,,,,
796,13:41,10,29,40,,,,,,,
797,13:42,10,30,39,,,,,,,
798,13:42,10,34,44,,,,,,,
799,13:42,10,28,39,,,,,,,
800,13:43,11,31,42,,,,,,,
801,13:44,9,32,41,,,,,,,
802,13:44,9,31,41,,,,,,,
803,13:45,11,34,45,,,,,,,
804,13:45,11,36,46,,,,,,,
805,13:45,11,32,43,,,,,,,
806,13:45,10,33,43,,,,,,,
807,13:47,10,36,46,,,,,,,
808,13:48,10,34,45,,,,,,,
809,13:48,9,33,43,,,,,,,
810,13:48,10,30,39,,,,,,,
811,13:48,11,34,45,,,,,,,
812,13:50,9,35,44,,,,,,,
813,13:50,10,29,39,,,,,,,
814,13:51,10,35,46,,,,,,,
815,13:51,9,35,45,,,,,,,
816,13:51,10,33,43,,,,,,,
817,13:52,11,31,42,,,,,,,
818,13:52,10,35,46,,,,,,,
819,13:53,9,29,38,,,,,,,
820,13:53,10,29,39,,,,,,,
821,13:54,10,35,45,,,,,,,
822,13:54,9,29,38,,,,,,,
823,13:54,9,35,44,,,,,,,
824,13:55,10,34,44,,,,,,,
825,13:55,10,33,44,,,,,,,
826,13:55,10,33,43,,,,,,,
827,13:55,10,31,41,,,,,,,
828,13:56,10,36,46,,,,,,,
829,13:56,10,28,39,,,,,,,
830,13:56,11,29,40,,,,,,,
831,13:57,10,30,40,,,,,,,
832,13:57,10,33,42,,,,,,,
833,13:57,10,35,45,,,,,,,
834,13:58,9,32,42,,,,,,,
835,13:58,9,30,39,,,,,,,
836,13:58,9,32,41,,,,,,,
837,13:58,10,29,39,,,,,,,
838,13:59,10,30,40,,,,,,,
839,14:00,10,36,46,,,,,,,
840,14:00,11,32,42,,,,,,,
841,14:00,11,33,44,,,,,,,
842,14:00,11,34,45,,,,,,,
843,14:00,11,34,45,,,,,,,
844,14:01,10,35,45,,,,,,,
845,14:01,9,28,38,,,,,,,
846,14:01,9,34,43,,,,,,,
847,14:01,9,29,38,,,,,,,
848,14:01,11,30,41,,,,,,,
849,14:01,10,33,43,,,,,,,
850,14:02,11,31,42,,,,,,,
851,14:02,10,31,41,,,,,,,
852,14:02,9,29,38,,,,,,,
853,14:03,10,29,39,,,,,,,
854,14:03,10,33,43,,,,,,,
855,14:03,11,29,40,,,,,,,
856,14:03,9,31,40,,,,,,,
857,14:03,10,28,38,,,,,,,
858,14:04,9,33,43,,,,,,,
859,14:04,11,32,43,,,,,,,
860,14:04,11,30,41,,,,,,,
861,14:04,11,33,43,,,,,,,
862,14:04,11,28,39,,,,,,,
863,14:04,9,33,42,,,,,,,
864,14:04,10,36,46,,,,,,,
865,14:04,11,34,45,,,,,,,
866,14:05,10,33,43,,,,,,,
867,14:05,10,32,42,,,,,,,
868,14:05,11,28,39,,,,,,,
869,14:05,10,30,41,,,,,,,
870,14:05,9,29,39,,,,,,,
871,14:05,11,28,39,,,,,,,
872,14:06,11,33,43,,,,,,,
873,14:06,11,35,46,,,,,,,
874,14:06,10,29,39,,,,,,,
875,14:07,10,35,46,,,,,,,
876,14:07,10,33,43,,,,,,,
877,14:07,9,36,45,,,,,,,
878,14:07,10,33,43,,,,,,,
879,14:08,10,34,43,,,,,,,
880,14:08,11,32,43,,,,,,,
881,14:08,9,30,39,,,,,,,
882,14:08,10,35,46,,,,,,,
883,14:08,10,31,41,,,,,,,
884,14:08,9,34,43,,,,,,,
885,14:09,9,31,40,,,,,,,
886,14:09,9,35,45,,,,,,,
887,14:09,10,33,43,,,,,,,
888,14:10,10,34,44,,,,,,,
889,14:10,11,35,46,,,,,,,
890,14:10,10,34,44,,,,,,,
891,14:10,11,33,44,,,,,,,
892,14:11,9,30,40,,,,,,,
893,14:11,10,29,39,,,,,,,
894,14:11,10,34,44,,,,,,,
895,14:11,11,29,40,,,,,,,
896,14:11,10,31,40,,,,,,,
897,14:11,9,29,38,,,,,,,
898,14:11,10,29,39,,,,,,,
899,14:12,11,33,44,,,,,,,
900,14:12,10,35,44,,,,,,,
901,14:12,10,33,42,,,,,,,
902,14:12,10,35,45,,,,,,,
903,14:12,10,31,41,,,,,,,
904,14:13,10,36,46,,,,,,,
905,14:13,9,31,40,,,,,,,
906,14:14,9,29,38,,,,,,,
907,14:14,10,31,41,,,,,,,
908,14:15,9,32,42,,,,,,,
909,14:15,10,36,46,,,,,,,
910,14:15,9,34,44,,,,,,,
911,14:15,10,30,40,,,,,,,
912,14:15,10,32,43,,,,,,,
913,14:15,11,30,41,,,,,,,
914,14:16,10,34,44,,,,,,,
915,14:16,10,31,42,,,,,,,
916,14:16,9,35,44,,,,,,,
917,14:16,10,30,40,,,,,,,
918,14:16,9,35,45,,,,,,,
919,14:17,9,35,45,,,,,,,
920,14:19,11,32,42,,,,,,,
921,14:19,10,33,43,,,,,,,
922,14:19,10,35,45,,,,,,,
923,14:19,10,33,42,,,,,,,
924,14:19,10,33,43,,,,,,,
925,14:20,11,31,42,,,,,,,
926,14:20,11,29,40,,,,,,,
927,14:20,10,31,41,,,,,,,
928,14:20,11,29,40,,,,,,,
929,14:20,10,35,45,,,,,,,
930,14:21,11,36,47,,,,,,,
931,14:21,10,32,42,,,,,,,
932,14:21,11,31,42,,,,,,,
933,14:21,9,28,38,,,,,,,
934,14:21,11,31,42,,,,,,,
935,14:22,11,34,45,,,,,,,
936,14:22,10,29,39,,,,,,,
937,14:22,10,35,45,,,,,,,
938,14:23,10,29,39,,,,,,,
939,14:24,9,34,44,,,,,,,
940,14:24,11,30,40,,,,,,,
941,14:25,9,33,42,,,,,,,
942,14:26,10,34,44,,,,,,,
943,14:26,11,31,42,,,,,,,
944,14:27,11,28,39,,,,,,,
945,14:27,10,33,43,,,,,,,
946,14:28,9,36,45,,,,,,,
947,14:28,10,32,42,,,,,,,
948,14:28,10,31,41,,,,,,,
949,14:28,10,29,39,,,,,,,
950,14:29,10,35,45,,,,,,,
951,14:29,10,30,40,,,,,,,
952,14:29,11,35,46,,,,,,,
953,14:29,9,32,42,,,,,,,
954,14:29,10,29,39,,,,,,,
955,14:29,11,32,43,,,,,,,
956,14:30,11,36,47,,,,,,,
957,14:30,10,35,44,,,,,,,
958,14:30,9,33,42,,,,,,,
959,14:30,9,33,42,,,,,,,
960,14:31,10,31,41,,,,,,,
961,14:31,10,30,41,,,,,,,
962,14:31,9,32,42,,,,,,,
963,14:31,9,35,45,,,,,,,
964,14:31,9,29,39,,,,,,,
965,14:32,10,30,40,,,,,,,
966,14:32,11,31,42,,,,,,,
967,14:32,9,29,38,,,,,,,
968,14:32,9,29,38,,,,,,,
969,14:32,9,31,40,,,,,,,
970,14:32,10,34,44,,,,,,,
971,14:33,10,35,45,,,,,,,
972,14:33,10,30,40,,,,,,,
973,14:34,10,36,46,,,,,,,
974,14:34,10,32,42,,,,,,,
975,14:35,10,30,40,,,,,,,
976,14:36,11,31,42,,,,,,,
977,14:36,11,31,42,,,,,,,
978,14:36,10,34,44,,,,,,,
979,14:36,10,32,42,,,,,,,
980,14:37,10,32,42,,,,,,,
981,14:37,10,34,44,,,,,,,
982,14:37,9,33,42,,,,,,,
983,14:37,10,34,43,,,,,,,
984,14:38,9,28,38,,,,,,,
985,14:40,10,30,40,,,,,,,
986,14:41,10,32,41,,,,,,,
987,14:41,10,28,38,,,,,,,
988,14:41,10,36,46,,,,,,,
989,14:41,11,29,40,,,,,,,
990,14:41,10,34,44,,,,,,,
991,14:42,10,29,39,,,,,,,
992,14:42,10,34,45,,,,,,,
993,14:42,10,30,40,,,,,,,
994,14:42,9,34,43,,,,,,,
995,14:42,9,28,38,,,,,,,
996,14:43,10,35,45,,,,,,,
997,14:43,9,30,39,,,,,,,
998,14:43,11,34,45,,,,,,,
999,14:43,9,35,44,,,,,,,
1000,14:44,10,33,43,,,,,,,
1001,14:45,10,34,44,,,,,,,
1002,14:46,9,31,40,,,,,,,
1003,14:46,10,35,45,,,,,,,
1004,14:47,9,33,43,,,,,,,
1005,14:47,10,33,43,,,,,,,
1006,14:48,10,32,42,,,,,,,
1007,14:50,10,28,38,,,,,,,
1008,14:50,9,33,43,,,,,,,
1009,14:50,9,34,43,,,,,,,
1010,14:50,10,36,46,,,,,,,
1011,14:50,11,34,45,,,,,,,
1012,14:50,10,32,42,,,,,,,
1013,14:54,10,34,43,,,,,,,
1014,14:57,10,29,39,,,,,,,
1015,14:59,11,30,40,,,,,,,
1016,14:59,11,31,42,,,,,,,
1017,14:59,9,29,38,,,,,,,
