Number,Arrival time,X1,X2,X3,,,,,,Number,Arrival time,X1,X2,X3,,,,,
425,11:00,23,9,32,,,,,,409,11:00,9,13,22,,,,,
426,11:00,23,9,32,,,,,,410,11:00,8,13,20,,,,,
427,11:00,22,8,30,,,,,,411,11:00,8,13,21,,,,,
428,11:01,26,10,36,,,,,,412,11:01,7,15,22,,,,,
429,11:01,21,8,28,,,,,,413,11:01,9,14,22,,,,,
430,11:01,27,11,37,,,,,,414,11:01,10,18,27,,,,,
431,11:02,21,8,29,,,,,,415,11:02,8,13,21,,,,,
432,11:02,26,10,36,,,,,,416,11:02,7,12,19,,,,,
433,11:02,25,10,35,,,,,,417,11:02,7,13,20,,,,,
434,11:03,23,9,32,,,,,,418,11:03,9,15,24,,,,,
435,11:03,27,11,38,,,,,,419,11:03,10,13,23,,,,,
436,11:03,20,8,28,,,,,,420,11:03,7,18,25,,,,,
437,11:04,26,11,37,,,,,,421,11:04,7,15,22,,,,,
438,11:04,24,10,34,,,,,,422,11:04,9,14,23,,,,,
439,11:05,22,9,31,,,,,,423,11:05,8,18,26,,,,,
440,11:05,23,9,33,,,,,,424,11:05,9,16,25,,,,,
441,11:06,20,8,28,,,,,,425,11:06,10,17,27,,,,,
442,11:06,25,10,36,,,,,,426,11:06,7,17,24,,,,,
443,11:07,21,8,29,,,,,,427,11:07,7,14,21,,,,,
444,11:07,27,11,38,,,,,,428,11:07,10,13,22,,,,,
445,11:07,25,10,35,,,,,,429,11:07,8,17,24,,,,,
446,11:07,22,8,30,,,,,,430,11:07,6,17,23,,,,,
447,11:07,27,11,37,,,,,,431,11:07,9,12,22,,,,,
448,11:08,21,8,29,,,,,,432,11:08,6,15,21,,,,,
449,11:08,20,8,28,,,,,,433,11:08,7,16,23,,,,,
450,11:08,27,11,38,,,,,,434,11:08,6,14,20,,,,,
451,11:09,20,7,27,,,,,,435,11:09,7,15,22,,,,,
452,11:09,25,10,35,,,,,,436,11:09,9,17,26,,,,,
453,11:10,24,9,33,,,,,,437,11:10,8,14,22,,,,,
454,11:10,27,11,38,,,,,,438,11:10,6,13,19,,,,,
455,11:11,22,8,30,,,,,,439,11:11,10,13,23,,,,,
456,11:11,19,7,26,,,,,,440,11:11,8,16,24,,,,,
457,11:11,19,7,26,,,,,,441,11:11,10,13,23,,,,,
458,11:12,21,8,29,,,,,,442,11:12,8,18,26,,,,,
459,11:12,24,10,34,,,,,,443,11:12,8,16,23,,,,,
460,11:13,26,11,37,,,,,,444,11:13,8,18,26,,,,,
461,11:13,21,8,28,,,,,,445,11:13,6,14,20,,,,,
462,11:13,25,10,35,,,,,,446,11:13,7,16,23,,,,,
463,11:14,19,7,26,,,,,,447,11:14,10,13,23,,,,,
464,11:14,24,9,33,,,,,,448,11:14,8,13,21,,,,,
465,11:14,23,9,33,,,,,,449,11:14,7,14,22,,,,,
466,11:15,24,10,34,,,,,,450,11:15,7,17,24,,,,,
467,11:15,21,8,29,,,,,,451,11:15,7,17,24,,,,,
468,11:15,26,10,36,,,,,,452,11:15,10,18,27,,,,,
469,11:15,23,9,32,,,,,,453,11:15,10,17,27,,,,,
470,11:16,24,10,34,,,,,,454,11:16,9,17,26,,,,,
471,11:16,22,8,30,,,,,,455,11:16,8,17,25,,,,,
472,11:17,19,7,26,,,,,,456,11:17,7,13,20,,,,,
473,11:17,22,9,31,,,,,,457,11:17,8,12,20,,,,,
474,11:17,25,10,36,,,,,,458,11:17,8,18,25,,,,,
475,11:17,22,9,31,,,,,,459,11:17,7,14,22,,,,,
476,11:18,20,8,28,,,,,,460,11:18,9,17,27,,,,,
477,11:18,25,10,34,,,,,,461,11:18,8,13,20,,,,,
478,11:19,20,7,27,,,,,,462,11:19,9,15,24,,,,,
479,11:19,26,10,36,,,,,,463,11:19,9,12,21,,,,,
480,11:19,25,10,35,,,,,,464,11:19,8,17,25,,,,,
481,11:19,25,10,35,,,,,,465,11:19,6,17,24,,,,,
482,11:19,20,7,27,,,,,,466,11:19,8,16,24,,,,,
483,11:20,27,11,38,,,,,,467,11:20,9,14,23,,,,,
484,11:20,21,8,28,,,,,,468,11:20,8,14,22,,,,,
485,11:20,25,10,35,,,,,,469,11:20,6,15,21,,,,,
486,11:20,20,8,28,,,,,,470,11:20,6,15,21,,,,,
487,11:21,25,10,35,,,,,,471,11:21,7,17,24,,,,,
488,11:21,22,9,31,,,,,,472,11:21,8,18,26,,,,,
489,11:21,26,10,36,,,,,,473,11:21,7,14,21,,,,,
490,11:22,23,9,32,,,,,,474,11:22,10,15,25,,,,,
491,11:22,20,7,27,,,,,,475,11:22,8,18,25,,,,,
492,11:23,26,10,36,,,,,,476,11:23,9,13,22,,,,,
493,11:24,25,10,36,,,,,,477,11:24,10,12,22,,,,,
494,11:24,24,10,34,,,,,,478,11:24,7,16,23,,,,,
495,11:24,24,9,33,,,,,,479,11:24,6,15,21,,,,,
496,11:25,20,7,27,,,,,,480,11:25,7,16,23,,,,,
497,11:25,26,10,36,,,,,,481,11:25,8,14,22,,,,,
498,11:26,23,9,31,,,,,,482,11:26,8,13,21,,,,,
499,11:26,26,10,36,,,,,,483,11:26,9,17,26,,,,,
500,11:27,26,10,36,,,,,,484,11:27,6,14,20,,,,,
501,11:27,26,10,36,,,,,,485,11:27,7,12,19,,,,,
502,11:28,25,10,35,,,,,,486,11:28,8,16,24,,,,,
503,11:29,24,9,33,,,,,,487,11:29,8,16,24,,,,,
504,11:29,24,9,33,,,,,,488,11:29,8,14,21,,,,,
505,11:29,26,10,36,,,,,,489,11:29,8,16,24,,,,,
506,11:30,24,10,34,,,,,,490,11:30,10,15,24,,,,,
507,11:30,23,9,32,,,,,,491,11:30,9,18,27,,,,,
508,11:30,26,11,37,,,,,,492,11:30,6,14,21,,,,,
509,11:31,23,9,32,,,,,,493,11:31,7,16,23,,,,,
510,11:32,20,8,28,,,,,,494,11:32,8,14,22,,,,,
511,11:32,24,10,34,,,,,,495,11:32,7,13,20,,,,,
512,11:33,26,10,36,,,,,,496,11:33,8,17,24,,,,,
513,11:33,19,7,26,,,,,,497,11:33,8,12,20,,,,,
514,11:33,21,8,29,,,,,,498,11:33,7,13,20,,,,,
515,11:33,22,9,31,,,,,,499,11:33,9,16,25,,,,,
516,11:33,23,9,32,,,,,,500,11:33,8,16,24,,,,,
517,11:33,26,10,36,,,,,,501,11:33,9,16,25,,,,,
518,11:34,20,8,28,,,,,,502,11:34,7,15,22,,,,,
519,11:34,20,8,28,,,,,,503,11:34,8,17,26,,,,,
520,11:34,21,8,29,,,,,,504,11:34,6,12,19,,,,,
521,11:34,22,9,31,,,,,,505,11:34,10,13,23,,,,,
522,11:35,26,11,37,,,,,,506,11:35,9,16,25,,,,,
523,11:35,21,8,29,,,,,,507,11:35,7,15,21,,,,,
524,11:35,21,8,29,,,,,,508,11:35,10,15,25,,,,,
525,11:35,22,9,31,,,,,,509,11:35,8,18,25,,,,,
526,11:35,25,10,35,,,,,,510,11:35,6,14,20,,,,,
527,11:36,21,8,30,,,,,,511,11:36,7,16,23,,,,,
528,11:36,24,10,34,,,,,,512,11:36,8,15,24,,,,,
529,11:37,26,11,37,,,,,,513,11:37,7,16,23,,,,,
530,11:37,19,7,27,,,,,,514,11:37,9,17,26,,,,,
531,11:37,23,9,31,,,,,,515,11:37,8,13,21,,,,,
532,11:37,23,9,32,,,,,,516,11:37,9,17,25,,,,,
533,11:38,22,8,30,,,,,,517,11:38,6,15,21,,,,,
534,11:38,20,8,28,,,,,,518,11:38,7,16,22,,,,,
535,11:38,25,10,35,,,,,,519,11:38,10,14,24,,,,,
536,11:39,26,10,36,,,,,,520,11:39,8,13,21,,,,,
537,11:40,26,11,37,,,,,,521,11:40,9,14,23,,,,,
538,11:41,23,9,32,,,,,,522,11:41,6,15,22,,,,,
539,11:41,24,9,33,,,,,,523,11:41,6,13,19,,,,,
540,11:41,23,9,32,,,,,,524,11:41,8,13,20,,,,,
541,11:42,25,10,34,,,,,,525,11:42,8,15,23,,,,,
542,11:42,22,8,30,,,,,,526,11:42,9,16,25,,,,,
543,11:43,22,8,30,,,,,,527,11:43,9,13,23,,,,,
544,11:43,24,9,33,,,,,,528,11:43,8,15,22,,,,,
545,11:44,24,9,33,,,,,,529,11:44,9,17,26,,,,,
546,11:44,25,10,35,,,,,,530,11:44,9,16,26,,,,,
547,11:44,19,7,26,,,,,,531,11:44,7,13,20,,,,,
548,11:45,20,7,27,,,,,,532,11:45,7,16,22,,,,,
549,11:46,25,10,35,,,,,,533,11:46,8,18,26,,,,,
550,11:47,22,9,31,,,,,,534,11:47,9,18,27,,,,,
551,11:47,21,8,29,,,,,,535,11:47,6,17,24,,,,,
552,11:48,23,9,32,,,,,,536,11:48,10,13,23,,,,,
553,11:48,20,7,27,,,,,,537,11:48,10,15,25,,,,,
554,11:48,19,7,27,,,,,,538,11:48,8,13,21,,,,,
555,11:49,24,10,34,,,,,,539,11:49,6,13,20,,,,,
556,11:49,26,11,37,,,,,,540,11:49,8,17,25,,,,,
557,11:49,23,9,33,,,,,,541,11:49,10,15,24,,,,,
558,11:49,23,9,32,,,,,,542,11:49,8,17,25,,,,,
559,11:50,26,10,36,,,,,,543,11:50,10,15,25,,,,,
560,11:50,22,9,31,,,,,,544,11:50,9,13,22,,,,,
561,11:50,25,10,35,,,,,,545,11:50,9,16,24,,,,,
562,11:51,25,10,34,,,,,,546,11:51,7,16,23,,,,,
563,11:51,24,9,33,,,,,,547,11:51,7,17,25,,,,,
564,11:51,22,9,31,,,,,,548,11:51,10,18,27,,,,,
565,11:52,22,9,31,,,,,,549,11:52,9,12,21,,,,,
566,11:52,24,10,34,,,,,,550,11:52,9,18,27,,,,,
567,11:53,25,10,35,,,,,,551,11:53,7,13,20,,,,,
568,11:54,21,8,29,,,,,,552,11:54,6,13,19,,,,,
569,11:54,24,9,33,,,,,,553,11:54,8,13,21,,,,,
570,11:55,22,8,30,,,,,,554,11:55,9,12,22,,,,,
571,11:55,23,9,32,,,,,,555,11:55,9,17,27,,,,,
572,11:55,23,9,32,,,,,,556,11:55,7,15,22,,,,,
573,11:56,27,11,38,,,,,,557,11:56,7,14,21,,,,,
574,11:56,26,10,36,,,,,,558,11:56,8,14,22,,,,,
575,11:57,22,8,30,,,,,,559,11:57,7,13,19,,,,,
576,11:57,20,8,28,,,,,,560,11:57,9,13,22,,,,,
577,11:57,26,10,36,,,,,,561,11:57,6,17,24,,,,,
578,11:58,26,10,36,,,,,,562,11:58,10,18,28,,,,,
579,11:58,21,8,29,,,,,,563,11:58,10,13,22,,,,,
580,11:59,25,10,35,,,,,,564,11:59,7,15,22,,,,,
581,11:59,24,10,34,,,,,,565,11:59,10,17,27,,,,,
582,11:59,26,11,37,,,,,,566,11:59,9,13,22,,,,,
583,12:00,21,8,29,,,,,,567,12:00,9,18,27,,,,,
584,12:00,19,7,26,,,,,,568,12:00,7,17,24,,,,,
585,12:00,24,10,34,,,,,,569,12:00,10,12,22,,,,,
586,12:00,24,9,33,,,,,,570,12:00,7,16,23,,,,,
587,12:01,23,9,32,,,,,,571,12:01,10,13,22,,,,,
588,12:01,19,7,27,,,,,,572,12:01,6,16,22,,,,,
589,12:01,19,7,27,,,,,,573,12:01,7,17,24,,,,,
590,12:01,26,11,37,,,,,,574,12:01,10,13,23,,,,,
591,12:02,21,8,29,,,,,,575,12:02,7,13,20,,,,,
592,12:02,20,7,27,,,,,,576,12:02,7,15,22,,,,,
593,12:02,19,7,27,,,,,,577,12:02,9,16,25,,,,,
594,12:03,24,10,34,,,,,,578,12:03,8,18,25,,,,,
595,12:03,25,10,35,,,,,,579,12:03,6,15,22,,,,,
596,12:03,22,9,31,,,,,,580,12:03,8,17,25,,,,,
597,12:04,26,10,36,,,,,,581,12:04,9,15,25,,,,,
598,12:04,23,9,33,,,,,,582,12:04,9,15,24,,,,,
599,12:04,27,11,38,,,,,,583,12:04,8,17,25,,,,,
600,12:04,27,11,38,,,,,,584,12:04,9,17,25,,,,,
601,12:05,24,9,33,,,,,,585,12:05,10,17,27,,,,,
602,12:05,22,9,31,,,,,,586,12:05,9,13,21,,,,,
603,12:05,20,7,27,,,,,,587,12:05,8,12,20,,,,,
604,12:06,24,10,34,,,,,,588,12:06,7,15,22,,,,,
605,12:06,20,7,27,,,,,,589,12:06,8,14,22,,,,,
606,12:06,23,9,33,,,,,,590,12:06,8,14,22,,,,,
607,12:07,24,9,33,,,,,,591,12:07,10,13,22,,,,,
608,12:07,20,7,27,,,,,,592,12:07,10,14,24,,,,,
609,12:07,25,10,35,,,,,,593,12:07,6,12,18,,,,,
610,12:07,25,10,35,,,,,,594,12:07,8,15,23,,,,,
611,12:08,24,9,33,,,,,,595,12:08,10,16,25,,,,,
612,12:09,22,8,30,,,,,,596,12:09,9,13,22,,,,,
613,12:09,24,10,34,,,,,,597,12:09,8,16,24,,,,,
614,12:09,21,8,30,,,,,,598,12:09,10,15,24,,,,,
615,12:09,24,9,33,,,,,,599,12:09,9,13,22,,,,,
616,12:10,22,8,30,,,,,,600,12:10,8,16,23,,,,,
617,12:10,25,10,34,,,,,,601,12:10,7,13,20,,,,,
618,12:10,20,8,28,,,,,,602,12:10,7,17,24,,,,,
619,12:10,21,8,28,,,,,,603,12:10,6,17,23,,,,,
620,12:10,20,8,28,,,,,,604,12:10,6,15,21,,,,,
621,12:11,25,10,35,,,,,,605,12:11,6,15,22,,,,,
622,12:11,24,10,34,,,,,,606,12:11,9,13,22,,,,,
623,12:11,21,8,29,,,,,,607,12:11,9,13,22,,,,,
624,12:11,22,9,31,,,,,,608,12:11,10,16,25,,,,,
625,12:11,20,8,28,,,,,,609,12:11,7,14,21,,,,,
626,12:11,21,8,29,,,,,,610,12:11,6,13,19,,,,,
627,12:12,21,8,30,,,,,,611,12:12,6,17,23,,,,,
628,12:12,24,10,34,,,,,,612,12:12,7,15,22,,,,,
629,12:13,21,8,29,,,,,,613,12:13,7,17,24,,,,,
630,12:13,24,10,34,,,,,,614,12:13,9,18,27,,,,,
631,12:13,20,8,28,,,,,,615,12:13,7,13,20,,,,,
632,12:13,26,11,37,,,,,,616,12:13,9,16,26,,,,,
633,12:14,22,8,30,,,,,,617,12:14,8,17,25,,,,,
634,12:14,25,10,36,,,,,,618,12:14,9,14,23,,,,,
635,12:14,20,7,27,,,,,,619,12:14,9,13,22,,,,,
636,12:14,19,7,27,,,,,,620,12:14,9,15,24,,,,,
637,12:14,20,7,27,,,,,,621,12:14,8,12,21,,,,,
638,12:15,25,10,35,,,,,,622,12:15,8,16,24,,,,,
639,12:15,21,8,28,,,,,,623,12:15,9,17,26,,,,,
640,12:15,20,7,27,,,,,,624,12:15,7,16,23,,,,,
641,12:16,26,11,37,,,,,,625,12:16,9,17,26,,,,,
642,12:16,25,10,35,,,,,,626,12:16,8,18,26,,,,,
643,12:16,22,8,30,,,,,,627,12:16,7,15,22,,,,,
644,12:17,21,8,30,,,,,,628,12:17,7,15,22,,,,,
645,12:17,21,8,29,,,,,,629,12:17,10,15,25,,,,,
646,12:17,24,10,34,,,,,,630,12:17,9,12,21,,,,,
647,12:18,21,8,30,,,,,,631,12:18,8,13,21,,,,,
648,12:18,25,10,36,,,,,,632,12:18,9,13,23,,,,,
649,12:18,22,8,30,,,,,,633,12:18,7,13,20,,,,,
650,12:18,22,9,31,,,,,,634,12:18,8,13,21,,,,,
651,12:18,26,10,36,,,,,,635,12:18,8,17,24,,,,,
652,12:18,26,11,37,,,,,,636,12:18,9,13,22,,,,,
653,12:19,25,10,34,,,,,,637,12:19,10,13,22,,,,,
654,12:19,25,10,35,,,,,,638,12:19,7,17,24,,,,,
655,12:19,24,9,33,,,,,,639,12:19,10,18,28,,,,,
656,12:20,25,10,36,,,,,,640,12:20,9,15,24,,,,,
657,12:20,27,11,38,,,,,,641,12:20,10,18,28,,,,,
658,12:20,25,10,35,,,,,,642,12:20,10,13,23,,,,,
659,12:21,23,9,32,,,,,,643,12:21,9,16,26,,,,,
660,12:21,24,10,34,,,,,,644,12:21,10,13,23,,,,,
661,12:21,25,10,36,,,,,,645,12:21,8,15,23,,,,,
662,12:21,22,8,30,,,,,,646,12:21,8,13,21,,,,,
663,12:22,23,9,31,,,,,,647,12:22,10,14,24,,,,,
664,12:23,26,11,37,,,,,,648,12:23,7,17,24,,,,,
665,12:23,26,10,36,,,,,,649,12:23,8,15,24,,,,,
666,12:24,26,10,36,,,,,,650,12:24,7,16,23,,,,,
667,12:24,20,7,27,,,,,,651,12:24,8,15,23,,,,,
668,12:24,20,8,28,,,,,,652,12:24,10,13,22,,,,,
669,12:24,27,11,38,,,,,,653,12:24,9,12,21,,,,,
670,12:24,22,8,30,,,,,,654,12:24,8,13,22,,,,,
671,12:25,26,10,36,,,,,,655,12:25,7,12,19,,,,,
672,12:25,22,9,31,,,,,,656,12:25,6,15,21,,,,,
673,12:25,25,10,35,,,,,,657,12:25,7,14,21,,,,,
674,12:25,21,8,29,,,,,,658,12:25,6,16,22,,,,,
675,12:25,25,10,35,,,,,,659,12:25,9,15,24,,,,,
676,12:26,20,8,28,,,,,,660,12:26,8,15,23,,,,,
677,12:26,26,11,37,,,,,,661,12:26,10,17,27,,,,,
678,12:26,24,9,33,,,,,,662,12:26,9,13,22,,,,,
679,12:27,25,10,35,,,,,,663,12:27,9,15,24,,,,,
680,12:27,24,9,33,,,,,,664,12:27,9,16,25,,,,,
681,12:27,23,9,32,,,,,,665,12:27,9,14,23,,,,,
682,12:28,20,8,28,,,,,,666,12:28,8,14,23,,,,,
683,12:28,23,9,32,,,,,,667,12:28,8,13,21,,,,,
684,12:28,22,9,31,,,,,,668,12:28,7,13,21,,,,,
685,12:29,20,7,27,,,,,,669,12:29,7,18,25,,,,,
686,12:29,26,10,36,,,,,,670,12:29,8,17,24,,,,,
687,12:29,25,10,35,,,,,,671,12:29,10,17,27,,,,,
688,12:30,23,9,32,,,,,,672,12:30,8,16,24,,,,,
689,12:30,20,8,28,,,,,,673,12:30,10,13,23,,,,,
690,12:31,24,9,33,,,,,,674,12:31,7,16,23,,,,,
691,12:31,23,9,32,,,,,,675,12:31,10,15,25,,,,,
692,12:31,27,11,38,,,,,,676,12:31,6,13,19,,,,,
693,12:31,23,9,32,,,,,,677,12:31,9,17,25,,,,,
694,12:32,23,9,32,,,,,,678,12:32,9,16,24,,,,,
695,12:33,23,9,32,,,,,,679,12:33,7,16,22,,,,,
696,12:33,22,9,31,,,,,,680,12:33,10,13,23,,,,,
697,12:33,25,10,34,,,,,,681,12:33,9,15,24,,,,,
698,12:33,24,10,34,,,,,,682,12:33,7,15,22,,,,,
699,12:34,24,10,34,,,,,,683,12:34,6,13,19,,,,,
700,12:34,23,9,32,,,,,,684,12:34,6,18,24,,,,,
701,12:35,20,8,28,,,,,,685,12:35,7,16,23,,,,,
702,12:35,24,10,34,,,,,,686,12:35,6,15,22,,,,,
703,12:35,24,10,34,,,,,,687,12:35,6,17,24,,,,,
704,12:36,20,7,27,,,,,,688,12:36,6,13,19,,,,,
705,12:36,20,7,27,,,,,,689,12:36,7,17,24,,,,,
706,12:37,24,10,34,,,,,,690,12:37,8,13,21,,,,,
707,12:37,26,10,36,,,,,,691,12:37,9,17,27,,,,,
708,12:37,24,10,34,,,,,,692,12:37,9,15,24,,,,,
709,12:37,22,8,30,,,,,,693,12:37,8,13,21,,,,,
710,12:38,21,8,29,,,,,,694,12:38,8,16,24,,,,,
711,12:38,25,10,35,,,,,,695,12:38,7,14,21,,,,,
712,12:38,24,9,33,,,,,,696,12:38,10,17,27,,,,,
713,12:39,24,9,33,,,,,,697,12:39,9,17,26,,,,,
714,12:39,20,7,27,,,,,,698,12:39,7,14,21,,,,,
715,12:40,21,8,29,,,,,,699,12:40,10,13,23,,,,,
716,12:41,26,10,36,,,,,,700,12:41,7,17,24,,,,,
717,12:41,22,8,30,,,,,,701,12:41,9,16,25,,,,,
718,12:41,20,7,27,,,,,,702,12:41,10,17,26,,,,,
719,12:41,23,9,32,,,,,,703,12:41,9,17,25,,,,,
720,12:42,22,9,31,,,,,,704,12:42,7,15,22,,,,,
721,12:43,19,7,27,,,,,,705,12:43,8,16,24,,,,,
722,12:43,19,7,27,,,,,,706,12:43,9,13,22,,,,,
723,12:43,22,9,31,,,,,,707,12:43,6,17,23,,,,,
724,12:45,25,10,35,,,,,,708,12:45,7,12,19,,,,,
725,12:45,24,9,33,,,,,,709,12:45,9,14,23,,,,,
726,12:45,23,9,32,,,,,,710,12:45,7,17,25,,,,,
727,12:46,21,8,28,,,,,,711,12:46,6,17,24,,,,,
728,12:47,25,10,35,,,,,,712,12:47,8,17,25,,,,,
729,12:47,21,8,29,,,,,,713,12:47,9,15,24,,,,,
730,12:48,24,9,33,,,,,,714,12:48,6,16,22,,,,,
731,12:49,21,8,28,,,,,,715,12:49,7,13,20,,,,,
732,12:50,20,7,27,,,,,,716,12:50,7,16,23,,,,,
733,12:50,20,7,27,,,,,,717,12:50,9,15,24,,,,,
734,12:51,25,10,35,,,,,,718,12:51,8,14,22,,,,,
735,12:52,27,11,38,,,,,,719,12:52,7,17,24,,,,,
736,12:53,20,7,27,,,,,,720,12:53,8,16,24,,,,,
737,12:54,24,10,34,,,,,,721,12:54,7,16,23,,,,,
738,12:54,21,8,30,,,,,,722,12:54,7,15,22,,,,,
739,12:55,25,10,35,,,,,,723,12:55,7,12,20,,,,,
740,12:55,20,7,27,,,,,,724,12:55,10,16,26,,,,,
741,12:55,23,9,32,,,,,,725,12:55,6,16,22,,,,,
742,12:57,21,8,30,,,,,,726,12:57,8,17,25,,,,,
743,12:57,23,9,32,,,,,,727,12:57,9,13,21,,,,,
744,12:57,23,9,32,,,,,,728,12:57,8,13,21,,,,,
745,12:57,26,10,36,,,,,,729,12:57,10,12,22,,,,,
746,12:58,19,7,26,,,,,,730,12:58,6,15,22,,,,,
747,12:59,26,10,36,,,,,,731,12:59,8,14,22,,,,,
748,12:59,26,10,36,,,,,,732,12:59,7,13,19,,,,,
749,12:59,27,11,38,,,,,,733,12:59,9,17,26,,,,,
750,12:59,21,8,29,,,,,,734,12:59,9,14,23,,,,,
751,13:00,26,10,36,,,,,,735,13:00,7,15,21,,,,,
752,13:01,22,8,30,,,,,,736,13:01,8,16,24,,,,,
753,13:01,23,9,33,,,,,,737,13:01,7,17,24,,,,,
754,13:01,24,10,34,,,,,,738,13:01,6,12,19,,,,,
755,13:01,21,8,29,,,,,,739,13:01,9,15,23,,,,,
756,13:02,20,7,27,,,,,,740,13:02,9,15,23,,,,,
757,13:02,24,9,33,,,,,,741,13:02,8,14,22,,,,,
758,13:02,22,9,31,,,,,,742,13:02,9,14,23,,,,,
759,13:03,27,11,38,,,,,,743,13:03,9,12,21,,,,,
760,13:04,19,7,27,,,,,,744,13:04,10,12,22,,,,,
761,13:04,23,9,32,,,,,,745,13:04,7,17,24,,,,,
762,13:05,26,11,37,,,,,,746,13:05,9,13,22,,,,,
763,13:06,20,7,27,,,,,,747,13:06,6,12,18,,,,,
764,13:06,21,8,28,,,,,,748,13:06,8,15,23,,,,,
765,13:07,21,8,29,,,,,,749,13:07,9,14,23,,,,,
766,13:07,26,11,37,,,,,,750,13:07,7,13,19,,,,,
767,13:07,25,10,35,,,,,,751,13:07,7,15,22,,,,,
768,13:07,20,7,27,,,,,,752,13:07,7,18,25,,,,,
769,13:08,24,10,34,,,,,,753,13:08,7,15,22,,,,,
770,13:08,24,10,34,,,,,,754,13:08,9,13,22,,,,,
771,13:08,23,9,31,,,,,,755,13:08,8,17,25,,,,,
772,13:09,25,10,35,,,,,,756,13:09,10,16,26,,,,,
773,13:09,21,8,28,,,,,,757,13:09,7,13,20,,,,,
774,13:09,19,7,27,,,,,,758,13:09,6,15,21,,,,,
775,13:09,23,9,32,,,,,,759,13:09,9,14,23,,,,,
776,13:10,26,10,36,,,,,,760,13:10,8,17,25,,,,,
777,13:10,27,11,38,,,,,,761,13:10,8,14,22,,,,,
778,13:11,25,10,35,,,,,,762,13:11,6,12,19,,,,,
779,13:11,21,8,29,,,,,,763,13:11,7,14,20,,,,,
780,13:11,21,8,30,,,,,,764,13:11,7,15,22,,,,,
781,13:12,24,9,33,,,,,,765,13:12,7,18,25,,,,,
782,13:13,23,9,31,,,,,,766,13:13,6,13,19,,,,,
783,13:14,23,9,32,,,,,,767,13:14,8,16,24,,,,,
784,13:15,26,10,36,,,,,,768,13:15,9,18,27,,,,,
785,13:15,21,8,29,,,,,,769,13:15,7,14,21,,,,,
786,13:16,25,10,35,,,,,,770,13:16,8,18,25,,,,,
787,13:16,26,11,37,,,,,,771,13:16,8,16,24,,,,,
788,13:17,25,10,34,,,,,,772,13:17,9,14,23,,,,,
789,13:18,19,7,27,,,,,,773,13:18,8,15,23,,,,,
790,13:19,24,9,33,,,,,,774,13:19,10,14,24,,,,,
791,13:20,24,10,34,,,,,,775,13:20,6,14,20,,,,,
792,13:20,20,8,28,,,,,,776,13:20,8,14,22,,,,,
793,13:21,20,8,28,,,,,,777,13:21,7,15,22,,,,,
794,13:24,27,11,38,,,,,,778,13:24,8,17,25,,,,,
795,13:25,23,9,32,,,,,,779,13:25,10,14,24,,,,,
796,13:25,21,8,29,,,,,,780,13:25,9,14,23,,,,,
797,13:25,22,9,31,,,,,,781,13:25,8,15,22,,,,,
798,13:25,21,8,30,,,,,,782,13:25,6,14,20,,,,,
799,13:25,21,8,28,,,,,,783,13:25,7,16,24,,,,,
800,13:26,23,9,31,,,,,,784,13:26,7,15,22,,,,,
801,13:26,19,7,27,,,,,,785,13:26,10,13,23,,,,,
802,13:27,20,8,28,,,,,,786,13:27,7,16,24,,,,,
803,13:27,25,10,34,,,,,,787,13:27,7,13,21,,,,,
804,13:28,23,9,31,,,,,,788,13:28,8,13,21,,,,,
805,13:29,25,10,35,,,,,,789,13:29,7,17,24,,,,,
806,13:29,20,8,28,,,,,,790,13:29,9,13,23,,,,,
807,13:29,25,10,36,,,,,,791,13:29,8,12,20,,,,,
808,13:30,25,10,36,,,,,,792,13:30,8,15,23,,,,,
809,13:30,23,9,33,,,,,,793,13:30,8,13,21,,,,,
810,13:31,20,8,28,,,,,,794,13:31,7,12,19,,,,,
811,13:32,27,11,38,,,,,,795,13:32,8,14,23,,,,,
812,13:33,21,8,30,,,,,,796,13:33,8,13,21,,,,,
813,13:33,19,7,26,,,,,,797,13:33,6,17,23,,,,,
814,13:33,23,9,32,,,,,,798,13:33,7,13,20,,,,,
815,13:33,22,8,30,,,,,,799,13:33,9,15,24,,,,,
816,13:34,21,8,30,,,,,,800,13:34,9,14,23,,,,,
817,13:34,22,9,31,,,,,,801,13:34,9,17,26,,,,,
818,13:34,27,11,37,,,,,,802,13:34,9,17,26,,,,,
819,13:35,20,8,28,,,,,,803,13:35,7,16,23,,,,,
820,13:35,22,8,30,,,,,,804,13:35,9,15,25,,,,,
821,13:35,25,10,35,,,,,,805,13:35,6,18,24,,,,,
822,13:36,20,8,28,,,,,,806,13:36,9,13,22,,,,,
823,13:36,22,8,30,,,,,,807,13:36,6,14,20,,,,,
824,13:36,25,10,35,,,,,,808,13:36,9,14,23,,,,,
825,13:36,22,9,31,,,,,,809,13:36,10,16,26,,,,,
826,13:37,20,7,27,,,,,,810,13:37,8,16,24,,,,,
827,13:37,25,10,34,,,,,,811,13:37,9,14,23,,,,,
828,13:38,27,11,38,,,,,,812,13:38,8,17,25,,,,,
829,13:38,24,9,33,,,,,,813,13:38,6,16,22,,,,,
830,13:38,22,8,30,,,,,,814,13:38,6,13,19,,,,,
831,13:38,19,7,26,,,,,,815,13:38,9,18,27,,,,,
832,13:39,22,9,31,,,,,,816,13:39,9,12,22,,,,,
833,13:39,22,9,31,,,,,,817,13:39,8,16,25,,,,,
834,13:39,21,8,29,,,,,,818,13:39,7,16,23,,,,,
